image_name,x,y,z
80249343.jpg,-5.732164899094668,0.2372001452537298,1.418069759702685
80482671.jpg,-5.654207594182104,0.1459823742507842,1.4128928787850525
80749322.jpg,-5.583752280734361,0.026207488104105003,1.3666972484616928
80982655.jpg,-5.51371282661557,-0.08401025144093222,1.3502170134703608
81215978.jpg,-5.443806670992413,-0.17562259584238715,1.3455659992828164
81449324.jpg,-5.392361937376368,-0.28204147147842673,1.3126645622370703
81715974.jpg,-5.31381247181185,-0.402392295659036,1.317381650614593
81915980.jpg,-5.2715671517096,-0.4732696191491994,1.3133005957939656
82149308.jpg,-5.2040220678468145,-0.5692359768199278,1.3004936292803018
82415970.jpg,-5.131030030338594,-0.6938314714635374,1.2963517488676002
82615978.jpg,-5.09160253176712,-0.773049967565445,1.2959429941950888
82882636.jpg,-5.023003538654482,-0.8807905734669159,1.283961323173116
83115963.jpg,-4.963471839351453,-0.9901326831132227,1.2705064117380773
83349296.jpg,-4.911933216256061,-1.087284308522762,1.2420349480453219
83549303.jpg,-4.975672086983993,-1.6397986417353902,1.4662214067044945
83982634.jpg,-3.8113945766933197,-5.824130326979656,1.5104276316704377
84215967.jpg,-1.7971234601234092,-7.207565453947815,1.5438900123424826
84449293.jpg,-0.21198684438235263,-7.502994073374563,1.538180622575112
84649296.jpg,0.16189837122564454,-7.463772742126983,1.5118551372951705
84882627.jpg,-0.13263242842396195,-7.350725330983082,1.4504925457022055
85115956.jpg,-0.3019404201798894,-7.228988471140374,1.485777584203675
85349288.jpg,-0.14197594504592737,-7.148010814074722,1.4365913399762071
85549284.jpg,-0.011377308220854698,-7.070704271333956,1.4032597468344499
85782616.jpg,0.07160913541164426,-6.974776772761264,1.3473517250618081
86015974.jpg,0.1670783685841405,-6.887110667020355,1.3126958818484704
86249290.jpg,0.26643715351580144,-6.775657264487553,1.23964201828884
86482617.jpg,0.3586346051964744,-6.686147374111868,1.2042464111398155
86682611.jpg,0.42954224243269734,-6.61403746835954,1.1758817172216889
86915940.jpg,0.5165053772383027,-6.53051782784406,1.1729022222902261
87149268.jpg,0.5988787160792619,-6.44536809793915,1.1374059416585465
87382599.jpg,0.6844231052267409,-6.372754526694592,1.1569230617071533
87615937.jpg,0.7622050700641483,-6.286539641876626,1.1351760817060592
87849266.jpg,0.8665486397812698,-6.205711104869213,1.1047592210952681
88049267.jpg,0.9438214389028563,-6.150834649355605,1.0965790127423067
88282598.jpg,1.0253317813453908,-6.072604764376826,1.0641755306008218
88515921.jpg,1.1070614741286917,-6.002000592728523,1.057665890559021
88749255.jpg,1.1991258711386656,-5.927291607696752,1.0557053818061892
88982608.jpg,1.297802860713284,-5.846580023170595,1.0785533191737546
89215917.jpg,1.3835316443287442,-5.787208009656143,1.1001115992093824
89449255.jpg,1.4900776293899165,-5.717797959024712,1.0878907282814236
89649257.jpg,1.5510719538365785,-5.677897021053982,1.1360841539830453
89882587.jpg,1.6299136709920516,-5.611397336750358,1.1315807005108642
90115924.jpg,1.7196487050623266,-5.542537708511453,1.0835000185221175
90349255.jpg,1.8199635501428824,-5.467214851205492,1.091254247748437
90582579.jpg,1.9097280177848979,-5.408661227961179,1.09488237460611
90815914.jpg,2.0057188499902194,-5.3268327345949835,1.0609398398763494
91049241.jpg,2.0972414198623754,-5.259099630975727,1.0890119713852378
91282568.jpg,2.181510235158335,-5.206034637483806,1.085484407127857
91515901.jpg,2.272959062888959,-5.131225939267564,1.0798721511936242
91715908.jpg,2.3696784212355997,-5.091010145766059,1.0649623606746699
92415908.jpg,7.715179245980626,-1.8748924532224742,1.4421001913593212
92615903.jpg,8.037956017787268,-0.030464664233629826,1.386631546463959
92849241.jpg,7.943862399832613,0.6054627313132097,1.34023930343319
93082557.jpg,7.853256438376366,0.2577881222410362,1.206030788539168
